Sales Month,Primary Platform (Original),Secondary Platform,Store Name,Brand Name,Product Code,Sales Amount,Sales Quantity,Primary Platform
2021-04,抖音,抖音店铺,玖玖酒类专营店,白水杜康,3466343419092298353,182556.0,1844,Douyin
2021-04,抖音,抖音店铺,酒集网酒类专营店,白水杜康,3467307379421540964,237618.0,1842,Douyin
2021-04,抖音,抖音店铺,合肥卡洛斯酒类专营店,永丰,3474683783704364767,177149.0,1840,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,酒鬼,3472875538081795430,145281.0,1839,Douyin
2021-04,抖音,抖音店铺,黑巨星酒水专营店,茅台,3475638493059923477,291265.0,1833,Douyin
2021-04,抖音,抖音店铺,震选酒类专营店,汾杏,3478221374772930119,124508.0,1831,Douyin
2021-04,抖音,抖音店铺,金裕皖官方旗舰店,金裕皖,3458765776037769559,129291.0,1820,Douyin
2021-04,抖音,抖音店铺,麦芽之路旗舰店,金六福,3460989963565409298,540572.0,1814,Douyin
2021-04,抖音,抖音店铺,粮友酒类专营店,其他,3472677026941563063,339152.0,1804,Douyin
2021-04,抖音,抖音店铺,购酒网卖场旗舰店,五粮液,3475283724432755019,233169.0,1798,Douyin
2021-04,抖音,抖音店铺,百事佳酒类专营店,金六福,3443173437789593943,535804.0,1798,Douyin
2021-04,抖音,抖音店铺,百事佳酒类专营店,金六福,3471044479732026710,357603.0,1797,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,五粮液,3472682524407410705,390477.0,1783,Douyin
2021-04,抖音,抖音店铺,玖到家酒类专营店,其他,3475282362936501936,35224.0,1779,Douyin
2021-04,抖音,抖音店铺,煜礼酒类专营店,金六福,3466705845662911930,527162.0,1769,Douyin
2021-04,抖音,抖音店铺,鸿之睿酒水专营店,其他,3468935927974489679,125224.0,1763,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,五粮液,3470436711962655335,1229842.0,1758,Douyin
2021-04,抖音,抖音店铺,西凤官方旗舰店,西凤,3466164991160392938,467928.0,1746,Douyin
2021-04,抖音,抖音店铺,金裕皖官方旗舰店,金裕皖,3466774562941855394,173559.0,1741,Douyin
2021-04,抖音,抖音店铺,酒醇酒水专营店,其他,3470878331036160960,238878.0,1731,Douyin
2021-04,抖音,抖音店铺,伴宿迁国瓷王实业有限公司酒类专卖店,其他,3436304711265984987,325836.0,1724,Douyin
2021-04,抖音,抖音店铺,仙人醉酒类专营店,其他,3453059121501345295,206400.0,1720,Douyin
2021-04,抖音,抖音店铺,金裕皖官方旗舰店,金裕皖,3473026416172516173,16909.0,1708,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场店,五粮液,3470437749155307211,3334693.0,1707,Douyin
2021-04,抖音,抖音店铺,伴宿迁国瓷王实业有限公司酒类专卖店,其他,3440014328206600439,134221.0,1699,Douyin
2021-04,抖音,抖音店铺,粮友酒类专营店,其他,3475985515663225578,284424.0,1693,Douyin
2021-04,抖音,抖音店铺,汾酒旗舰店,汾酒,3445732067818777583,485132.0,1690,Douyin
2021-04,抖音,抖音店铺,古井贡酒官方旗舰店,古井贡,3435348316513244599,236600.0,1690,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,茅台,3475844118847032525,67391.0,1689,Douyin
